filename,activity,subject,label,samples
F02_SA01_R02.txt,F02,SA01,Fall,3000
F02_SA01_R03.txt,F02,SA01,Fall,3000
F02_SA01_R04.txt,F02,SA01,Fall,3000
F02_SA01_R05.txt,F02,SA01,Fall,3000
F03_SA01_R01.txt,F03,SA01,Fall,3000
F03_SA01_R02.txt,F03,SA01,Fall,3000
F03_SA01_R03.txt,F03,SA01,Fall,3000
F03_SA01_R04.txt,F03,SA01,Fall,3000
F03_SA01_R05.txt,F03,SA01,Fall,3000
F04_SA01_R01.txt,F04,SA01,Fall,3000
F04_SA01_R02.txt,F04,SA01,Fall,3000
F04_SA01_R03.txt,F04,SA01,Fall,3000
F04_SA01_R04.txt,F04,SA01,Fall,3000
F04_SA01_R05.txt,F04,SA01,Fall,3000
F05_SA01_R01.txt,F05,SA01,Fall,3000
F05_SA01_R02.txt,F05,SA01,Fall,3000
F05_SA01_R03.txt,F05,SA01,Fall,3000
F05_SA01_R04.txt,F05,SA01,Fall,3000
F05_SA01_R05.txt,F05,SA01,Fall,2999
F06_SA01_R01.txt,F06,SA01,Fall,2999
F06_SA01_R02.txt,F06,SA01,Fall,3000
F06_SA01_R03.txt,F06,SA01,Fall,3000
F06_SA01_R04.txt,F06,SA01,Fall,3000
F06_SA01_R05.txt,F06,SA01,Fall,3000
F07_SA01_R01.txt,F07,SA01,Fall,3000
F07_SA01_R02.txt,F07,SA01,Fall,3000
F07_SA01_R03.txt,F07,SA01,Fall,3000
F07_SA01_R04.txt,F07,SA01,Fall,3000
F07_SA01_R05.txt,F07,SA01,Fall,3000
F08_SA01_R01.txt,F08,SA01,Fall,3000
F08_SA01_R02.txt,F08,SA01,Fall,3000
F08_SA01_R03.txt,F08,SA01,Fall,3000
F08_SA01_R04.txt,F08,SA01,Fall,3000
F08_SA01_R05.txt,F08,SA01,Fall,3000
F09_SA01_R01.txt,F09,SA01,Fall,3000
F09_SA01_R02.txt,F09,SA01,Fall,3000
F09_SA01_R03.txt,F09,SA01,Fall,3000
F09_SA01_R04.txt,F09,SA01,Fall,3000
F09_SA01_R05.txt,F09,SA01,Fall,3000
F10_SA01_R01.txt,F10,SA01,Fall,3000
F10_SA01_R02.txt,F10,SA01,Fall,3000
F10_SA01_R03.txt,F10,SA01,Fall,3000
F10_SA01_R04.txt,F10,SA01,Fall,3000
F10_SA01_R05.txt,F10,SA01,Fall,3000
F11_SA01_R01.txt,F11,SA01,Fall,3000
F11_SA01_R02.txt,F11,SA01,Fall,3000
F11_SA01_R03.txt,F11,SA01,Fall,3000
F11_SA01_R04.txt,F11,SA01,Fall,3000
F11_SA01_R05.txt,F11,SA01,Fall,3000
F12_SA01_R01.txt,F12,SA01,Fall,3000
F12_SA01_R02.txt,F12,SA01,Fall,3000
F12_SA01_R03.txt,F12,SA01,Fall,3000
F12_SA01_R04.txt,F12,SA01,Fall,3000
F12_SA01_R05.txt,F12,SA01,Fall,3000
F13_SA01_R01.txt,F13,SA01,Fall,3000
F13_SA01_R02.txt,F13,SA01,Fall,3000
F13_SA01_R03.txt,F13,SA01,Fall,3000
F13_SA01_R04.txt,F13,SA01,Fall,3000
F13_SA01_R05.txt,F13,SA01,Fall,3000
F14_SA01_R01.txt,F14,SA01,Fall,3000
F14_SA01_R02.txt,F14,SA01,Fall,3000
F14_SA01_R03.txt,F14,SA01,Fall,3000
F14_SA01_R04.txt,F14,SA01,Fall,3000
F14_SA01_R05.txt,F14,SA01,Fall,3000
F15_SA01_R01.txt,F15,SA01,Fall,3000
F15_SA01_R02.txt,F15,SA01,Fall,3000
F15_SA01_R03.txt,F15,SA01,Fall,3000
F15_SA01_R04.txt,F15,SA01,Fall,3000
F15_SA01_R05.txt,F15,SA01,Fall,3000
D01_SA02_R01.txt,D01,SA02,ADL,19999
D02_SA02_R01.txt,D02,SA02,ADL,20000
D03_SA02_R01.txt,D03,SA02,ADL,20000
D04_SA02_R01.txt,D04,SA02,ADL,20000
D05_SA02_R01.txt,D05,SA02,ADL,5000
D05_SA02_R02.txt,D05,SA02,ADL,5000
D05_SA02_R03.txt,D05,SA02,ADL,5000
D05_SA02_R04.txt,D05,SA02,ADL,5000
D05_SA02_R05.txt,D05,SA02,ADL,5000
D06_SA02_R01.txt,D06,SA02,ADL,5000
D06_SA02_R02.txt,D06,SA02,ADL,5000
D06_SA02_R03.txt,D06,SA02,ADL,5000
D06_SA02_R04.txt,D06,SA02,ADL,5000
D06_SA02_R05.txt,D06,SA02,ADL,5000
D07_SA02_R01.txt,D07,SA02,ADL,2400
D07_SA02_R02.txt,D07,SA02,ADL,2400
D07_SA02_R03.txt,D07,SA02,ADL,2400
D07_SA02_R04.txt,D07,SA02,ADL,2400
D07_SA02_R05.txt,D07,SA02,ADL,2400
D08_SA02_R01.txt,D08,SA02,ADL,2400
D08_SA02_R02.txt,D08,SA02,ADL,2400
D08_SA02_R03.txt,D08,SA02,ADL,2400
D08_SA02_R04.txt,D08,SA02,ADL,2400
D08_SA02_R05.txt,D08,SA02,ADL,2400
D09_SA02_R01.txt,D09,SA02,ADL,2400
D09_SA02_R02.txt,D09,SA02,ADL,2400
D09_SA02_R03.txt,D09,SA02,ADL,2400
D09_SA02_R04.txt,D09,SA02,ADL,2400
D09_SA02_R05.txt,D09,SA02,ADL,2400
D10_SA02_R01.txt,D10,SA02,ADL,2400
D10_SA02_R02.txt,D10,SA02,ADL,2400
D10_SA02_R03.txt,D10,SA02,ADL,2400
D10_SA02_R04.txt,D10,SA02,ADL,2400
D10_SA02_R05.txt,D10,SA02,ADL,2400
D11_SA02_R01.txt,D11,SA02,ADL,2400
D11_SA02_R02.txt,D11,SA02,ADL,2400
D11_SA02_R03.txt,D11,SA02,ADL,2400
D11_SA02_R04.txt,D11,SA02,ADL,2400
D11_SA02_R05.txt,D11,SA02,ADL,2400
D12_SA02_R01.txt,D12,SA02,ADL,2400
D12_SA02_R02.txt,D12,SA02,ADL,2400
D12_SA02_R03.txt,D12,SA02,ADL,2400
D12_SA02_R04.txt,D12,SA02,ADL,2400
D12_SA02_R05.txt,D12,SA02,ADL,2400
D13_SA02_R01.txt,D13,SA02,ADL,2400
D13_SA02_R02.txt,D13,SA02,ADL,2400
D13_SA02_R03.txt,D13,SA02,ADL,2400
D13_SA02_R04.txt,D13,SA02,ADL,2400
D13_SA02_R05.txt,D13,SA02,ADL,2400
D14_SA02_R01.txt,D14,SA02,ADL,2399
D14_SA02_R02.txt,D14,SA02,ADL,2400
D14_SA02_R03.txt,D14,SA02,ADL,2400
D14_SA02_R04.txt,D14,SA02,ADL,2400
D14_SA02_R05.txt,D14,SA02,ADL,2400
D15_SA02_R01.txt,D15,SA02,ADL,2400
D15_SA02_R02.txt,D15,SA02,ADL,2400
D15_SA02_R03.txt,D15,SA02,ADL,2400
D15_SA02_R04.txt,D15,SA02,ADL,2400
D15_SA02_R05.txt,D15,SA02,ADL,2400
D16_SA02_R01.txt,D16,SA02,ADL,2399
D16_SA02_R02.txt,D16,SA02,ADL,2400
D16_SA02_R03.txt,D16,SA02,ADL,2400
D16_SA02_R04.txt,D16,SA02,ADL,2400
D16_SA02_R05.txt,D16,SA02,ADL,2400
D17_SA02_R01.txt,D17,SA02,ADL,5000
D17_SA02_R02.txt,D17,SA02,ADL,5000
D17_SA02_R03.txt,D17,SA02,ADL,5000
D17_SA02_R04.txt,D17,SA02,ADL,5000
D17_SA02_R05.txt,D17,SA02,ADL,5000
D18_SA02_R01.txt,D18,SA02,ADL,2400
D18_SA02_R02.txt,D18,SA02,ADL,2400
D18_SA02_R03.txt,D18,SA02,ADL,2400
D18_SA02_R04.txt,D18,SA02,ADL,2400
D18_SA02_R05.txt,D18,SA02,ADL,2400
D19_SA02_R01.txt,D19,SA02,ADL,2400
D19_SA02_R02.txt,D19,SA02,ADL,2400
D19_SA02_R03.txt,D19,SA02,ADL,2400
D19_SA02_R04.txt,D19,SA02,ADL,2400
D19_SA02_R05.txt,D19,SA02,ADL,2400
F01_SA02_R01.txt,F01,SA02,Fall,3000
F01_SA02_R02.txt,F01,SA02,Fall,3000
F01_SA02_R03.txt,F01,SA02,Fall,3000
F01_SA02_R04.txt,F01,SA02,Fall,3000
F01_SA02_R05.txt,F01,SA02,Fall,3000
F02_SA02_R01.txt,F02,SA02,Fall,3000
F02_SA02_R02.txt,F02,SA02,Fall,2999
F02_SA02_R03.txt,F02,SA02,Fall,3000
F02_SA02_R04.txt,F02,SA02,Fall,3000
F02_SA02_R05.txt,F02,SA02,Fall,3000
F03_SA02_R01.txt,F03,SA02,Fall,3000
F03_SA02_R02.txt,F03,SA02,Fall,2999
F03_SA02_R03.txt,F03,SA02,Fall,3000
F03_SA02_R04.txt,F03,SA02,Fall,3001
F03_SA02_R05.txt,F03,SA02,Fall,3000
F04_SA02_R01.txt,F04,SA02,Fall,3000
F04_SA02_R02.txt,F04,SA02,Fall,3000
F04_SA02_R03.txt,F04,SA02,Fall,3000
F04_SA02_R04.txt,F04,SA02,Fall,3000
F04_SA02_R05.txt,F04,SA02,Fall,3000
F05_SA02_R01.txt,F05,SA02,Fall,3000
F05_SA02_R02.txt,F05,SA02,Fall,3000
F05_SA02_R03.txt,F05,SA02,Fall,3000
F05_SA02_R04.txt,F05,SA02,Fall,3000
F05_SA02_R05.txt,F05,SA02,Fall,3000
F06_SA02_R01.txt,F06,SA02,Fall,3000
F06_SA02_R02.txt,F06,SA02,Fall,3000
F06_SA02_R03.txt,F06,SA02,Fall,3000
F06_SA02_R04.txt,F06,SA02,Fall,3000
F06_SA02_R05.txt,F06,SA02,Fall,3000
F07_SA02_R01.txt,F07,SA02,Fall,3000
F07_SA02_R02.txt,F07,SA02,Fall,3000
F07_SA02_R03.txt,F07,SA02,Fall,3000
F07_SA02_R04.txt,F07,SA02,Fall,3000
F07_SA02_R05.txt,F07,SA02,Fall,3000
F08_SA02_R01.txt,F08,SA02,Fall,3000
F08_SA02_R02.txt,F08,SA02,Fall,3000
F08_SA02_R03.txt,F08,SA02,Fall,3000
F08_SA02_R04.txt,F08,SA02,Fall,3000
F08_SA02_R05.txt,F08,SA02,Fall,3000
F09_SA02_R01.txt,F09,SA02,Fall,3000
F09_SA02_R02.txt,F09,SA02,Fall,3000
F09_SA02_R03.txt,F09,SA02,Fall,3000
F09_SA02_R04.txt,F09,SA02,Fall,3000
F09_SA02_R05.txt,F09,SA02,Fall,3000
F10_SA02_R01.txt,F10,SA02,Fall,3000
F10_SA02_R02.txt,F10,SA02,Fall,3000
F10_SA02_R03.txt,F10,SA02,Fall,3000
F10_SA02_R04.txt,F10,SA02,Fall,3000
F10_SA02_R05.txt,F10,SA02,Fall,3000
F11_SA02_R01.txt,F11,SA02,Fall,3000
F11_SA02_R02.txt,F11,SA02,Fall,3000
F11_SA02_R03.txt,F11,SA02,Fall,3000
F11_SA02_R04.txt,F11,SA02,Fall,3000
F11_SA02_R05.txt,F11,SA02,Fall,3000
F12_SA02_R01.txt,F12,SA02,Fall,3000
F12_SA02_R02.txt,F12,SA02,Fall,3000
F12_SA02_R03.txt,F12,SA02,Fall,3000
F12_SA02_R04.txt,F12,SA02,Fall,3000
F12_SA02_R05.txt,F12,SA02,Fall,3000
F13_SA02_R01.txt,F13,SA02,Fall,3000
F13_SA02_R02.txt,F13,SA02,Fall,3000
F13_SA02_R03.txt,F13,SA02,Fall,3000
F13_SA02_R04.txt,F13,SA02,Fall,3000
F13_SA02_R05.txt,F13,SA02,Fall,3000
F14_SA02_R01.txt,F14,SA02,Fall,3000
F14_SA02_R02.txt,F14,SA02,Fall,3000
F14_SA02_R03.txt,F14,SA02,Fall,3000
F14_SA02_R04.txt,F14,SA02,Fall,3000
F14_SA02_R05.txt,F14,SA02,Fall,3000
F15_SA02_R01.txt,F15,SA02,Fall,3000
F15_SA02_R02.txt,F15,SA02,Fall,3000
F15_SA02_R03.txt,F15,SA02,Fall,3000
F15_SA02_R04.txt,F15,SA02,Fall,3000
F15_SA02_R05.txt,F15,SA02,Fall,3000
D17_SE15_R01.txt,D17,SE15,ADL,5000
D17_SE15_R02.txt,D17,SE15,ADL,5000
D17_SE15_R03.txt,D17,SE15,ADL,5000
D17_SE15_R04.txt,D17,SE15,ADL,5000
D17_SE15_R05.txt,D17,SE15,ADL,5000
D01_SE01_R01.txt,D01,SE01,ADL,35999
D02_SE01_R01.txt,D02,SE01,ADL,36000
D03_SE01_R01.txt,D03,SE01,ADL,35999
D04_SE01_R01.txt,D04,SE01,ADL,35999
D05_SE01_R01.txt,D05,SE01,ADL,5000
D05_SE01_R02.txt,D05,SE01,ADL,5000
D05_SE01_R03.txt,D05,SE01,ADL,5000
D05_SE01_R04.txt,D05,SE01,ADL,5000
D05_SE01_R05.txt,D05,SE01,ADL,5000
D07_SE01_R01.txt,D07,SE01,ADL,2399
D07_SE01_R02.txt,D07,SE01,ADL,2400
D07_SE01_R03.txt,D07,SE01,ADL,2401
D07_SE01_R04.txt,D07,SE01,ADL,2400
D07_SE01_R05.txt,D07,SE01,ADL,2400
D08_SE01_R01.txt,D08,SE01,ADL,2400
D08_SE01_R02.txt,D08,SE01,ADL,2400
D08_SE01_R03.txt,D08,SE01,ADL,2400
D08_SE01_R04.txt,D08,SE01,ADL,2400
D08_SE01_R05.txt,D08,SE01,ADL,2400
D09_SE01_R01.txt,D09,SE01,ADL,2400
D09_SE01_R02.txt,D09,SE01,ADL,2400
D09_SE01_R03.txt,D09,SE01,ADL,2400
D09_SE01_R04.txt,D09,SE01,ADL,2400
D09_SE01_R05.txt,D09,SE01,ADL,2400
D10_SE01_R01.txt,D10,SE01,ADL,2400
D10_SE01_R02.txt,D10,SE01,ADL,2400
D10_SE01_R03.txt,D10,SE01,ADL,2400
D10_SE01_R04.txt,D10,SE01,ADL,2400
D10_SE01_R05.txt,D10,SE01,ADL,2400
D11_SE01_R01.txt,D11,SE01,ADL,2400
D11_SE01_R02.txt,D11,SE01,ADL,2001
D11_SE01_R03.txt,D11,SE01,ADL,1999
D11_SE01_R04.txt,D11,SE01,ADL,2001
D11_SE01_R05.txt,D11,SE01,ADL,2000
D12_SE01_R01.txt,D12,SE01,ADL,2400
D12_SE01_R02.txt,D12,SE01,ADL,2400
D12_SE01_R03.txt,D12,SE01,ADL,2400
D12_SE01_R04.txt,D12,SE01,ADL,2400
D12_SE01_R05.txt,D12,SE01,ADL,2400
D14_SE01_R01.txt,D14,SE01,ADL,2400
D14_SE01_R02.txt,D14,SE01,ADL,2400
D14_SE01_R03.txt,D14,SE01,ADL,2400
D14_SE01_R04.txt,D14,SE01,ADL,2400
D14_SE01_R05.txt,D14,SE01,ADL,2400
D15_SE01_R01.txt,D15,SE01,ADL,2000
D15_SE01_R02.txt,D15,SE01,ADL,2000
D15_SE01_R03.txt,D15,SE01,ADL,2000
D15_SE01_R04.txt,D15,SE01,ADL,2000
D15_SE01_R05.txt,D15,SE01,ADL,2000
D16_SE01_R01.txt,D16,SE01,ADL,1999
D16_SE01_R02.txt,D16,SE01,ADL,2000
D16_SE01_R03.txt,D16,SE01,ADL,2000
D16_SE01_R04.txt,D16,SE01,ADL,2000
D16_SE01_R05.txt,D16,SE01,ADL,2000
D17_SE01_R01.txt,D17,SE01,ADL,5406
D17_SE01_R02.txt,D17,SE01,ADL,4605
D17_SE01_R03.txt,D17,SE01,ADL,5008
D17_SE01_R04.txt,D17,SE01,ADL,4205
D17_SE01_R05.txt,D17,SE01,ADL,4603
D01_SE15_R01.txt,D01,SE15,ADL,19999
D02_SE15_R01.txt,D02,SE15,ADL,20000
D03_SE15_R01.txt,D03,SE15,ADL,20000
D05_SE15_R01.txt,D05,SE15,ADL,5000
D05_SE15_R02.txt,D05,SE15,ADL,5000
D05_SE15_R03.txt,D05,SE15,ADL,5000
D05_SE15_R04.txt,D05,SE15,ADL,5000
D05_SE15_R05.txt,D05,SE15,ADL,5000
D07_SE15_R01.txt,D07,SE15,ADL,2399
D07_SE15_R02.txt,D07,SE15,ADL,2400
D07_SE15_R03.txt,D07,SE15,ADL,2400
D07_SE15_R04.txt,D07,SE15,ADL,2400
D07_SE15_R05.txt,D07,SE15,ADL,2400
D08_SE15_R01.txt,D08,SE15,ADL,2400
D08_SE15_R02.txt,D08,SE15,ADL,2400
D08_SE15_R03.txt,D08,SE15,ADL,2400
D08_SE15_R04.txt,D08,SE15,ADL,2400
D08_SE15_R05.txt,D08,SE15,ADL,2400
D09_SE15_R01.txt,D09,SE15,ADL,2400
D09_SE15_R02.txt,D09,SE15,ADL,2400
D09_SE15_R03.txt,D09,SE15,ADL,2400
D09_SE15_R04.txt,D09,SE15,ADL,2400
D09_SE15_R05.txt,D09,SE15,ADL,2400
D10_SE15_R01.txt,D10,SE15,ADL,2400
D10_SE15_R02.txt,D10,SE15,ADL,2400
D10_SE15_R03.txt,D10,SE15,ADL,2400
D10_SE15_R04.txt,D10,SE15,ADL,2400
D10_SE15_R05.txt,D10,SE15,ADL,2400
D11_SE15_R01.txt,D11,SE15,ADL,2400
D11_SE15_R02.txt,D11,SE15,ADL,2400
D11_SE15_R03.txt,D11,SE15,ADL,2400
D11_SE15_R04.txt,D11,SE15,ADL,2400
D11_SE15_R05.txt,D11,SE15,ADL,2400
D12_SE15_R01.txt,D12,SE15,ADL,2399
D12_SE15_R02.txt,D12,SE15,ADL,2400
D12_SE15_R03.txt,D12,SE15,ADL,2400
D12_SE15_R04.txt,D12,SE15,ADL,2400
D12_SE15_R05.txt,D12,SE15,ADL,2400
D14_SE15_R01.txt,D14,SE15,ADL,2400
D14_SE15_R02.txt,D14,SE15,ADL,2400
D14_SE15_R03.txt,D14,SE15,ADL,2400
D14_SE15_R04.txt,D14,SE15,ADL,2400
D14_SE15_R05.txt,D14,SE15,ADL,2400
D15_SE15_R01.txt,D15,SE15,ADL,2400
D15_SE15_R02.txt,D15,SE15,ADL,2400
D15_SE15_R03.txt,D15,SE15,ADL,2400
D15_SE15_R04.txt,D15,SE15,ADL,2400
D15_SE15_R05.txt,D15,SE15,ADL,2400
D16_SE15_R01.txt,D16,SE15,ADL,2399
D16_SE15_R02.txt,D16,SE15,ADL,2400
D16_SE15_R03.txt,D16,SE15,ADL,2400
D16_SE15_R04.txt,D16,SE15,ADL,2400
D16_SE15_R05.txt,D16,SE15,ADL,2400
D17_SE15_R01.txt,D17,SE15,ADL,4999
D17_SE15_R02.txt,D17,SE15,ADL,5000
D17_SE15_R03.txt,D17,SE15,ADL,5000
D17_SE15_R04.txt,D17,SE15,ADL,5000
D17_SE15_R05.txt,D17,SE15,ADL,5000
